,LCI,top3_3,,,,,
7556,1,Both biological parents,,,,,
7557,1,Biological mother only,,,,,
7558,3,Both biological parents,,,,,
7559,3,Anything else,,,,,
7560,3,Anything else,,,,,
7561,3,Both biological parents,,,,,
7562,3,Biological mother only,,,,,
7563,2,Biological father only,,,,,
7564,0,Both biological parents,,,,,
7565,6,Both biological parents,,,,,
7566,2,Both biological parents,,,,,
7567,5,Anything else,,,,,
7568,1,Anything else,,,,,
7569,5,Anything else,,,,,
7570,3,Anything else,,,,,
7571,0,Anything else,,,,,
7572,0,Both biological parents,,,,,
7573,3,Anything else,,,,,
7574,2,Biological mother only,,,,,
7575,1,Both biological parents,,,,,
7576,1,Both biological parents,,,,,
7577,2,"Two parents, biological mother",,,,,
7578,5,Biological mother only,,,,,
7580,1,Anything else,,,,,
7581,3,Anything else,,,,,
7582,3,Anything else,,,,,
7583,5,Anything else,,,,,
7584,1,Anything else,,,,,
7585,1,"Two parents, biological mother",,,,,
7586,3,Both biological parents,,,,,
7587,3,Biological mother only,,,,,
7588,2,Anything else,,,,,
7589,2,Anything else,,,,,
7591,4,Biological mother only,,,,,
7592,1,Biological mother only,,,,,
7593,1,Anything else,,,,,
7595,2,Anything else,,,,,
7596,0,Anything else,,,,,
7599,0,Both biological parents,,,,,
7600,0,Both biological parents,,,,,
7601,3,Biological mother only,,,,,
7602,0,Anything else,,,,,
7603,2,Biological mother only,,,,,
7604,3,Biological mother only,,,,,
7605,0,Biological mother only,,,,,
7606,1,Anything else,,,,,
7607,5,Anything else,,,,,
7608,2,Biological mother only,,,,,
7609,3,"No parents, other relatives",,,,,
7610,4,Biological mother only,,,,,
7611,12,Anything else,,,,,
7612,4,Anything else,,,,,
7613,4,Biological mother only,,,,,
7614,4,Biological mother only,,,,,
7615,1,Anything else,,,,,
7616,2,Anything else,,,,,
7617,0,Biological mother only,,,,,
7618,3,Anything else,,,,,
7620,0,Biological mother only,,,,,
7622,0,Both biological parents,,,,,
7623,2,Both biological parents,,,,,
7624,4,Biological mother only,,,,,
7625,0,"Two parents, biological mother",,,,,
7626,0,Both biological parents,,,,,
7627,1,Both biological parents,,,,,
7628,3,Anything else,,,,,
7629,3,Anything else,,,,,
7630,0,"Two parents, biological mother",,,,,
7631,3,Anything else,,,,,
7632,0,"Two parents, biological mother",,,,,
7633,4,Anything else,,,,,
7634,0,Both biological parents,,,,,
7635,3,Biological mother only,,,,,
7636,2,Anything else,,,,,
7637,1,Anything else,,,,,
7638,0,Both biological parents,,,,,
7639,1,Both biological parents,,,,,
7641,2,Anything else,,,,,
7642,3,Anything else,,,,,
7643,3,Anything else,,,,,
7644,1,Both biological parents,,,,,
7645,2,Anything else,,,,,
7646,0,Anything else,,,,,
7647,1,Biological father only,,,,,
7648,5,Anything else,,,,,
7649,9,Anything else,,,,,
7650,4,"Two parents, biological mother",,,,,
7651,1,Anything else,,,,,
7652,5,Anything else,,,,,
7653,3,"Two parents, biological mother",,,,,
7654,1,"Two parents, biological father",,,,,
7655,0,Anything else,,,,,
7656,1,Anything else,,,,,
7657,2,Anything else,,,,,
7658,5,Biological mother only,,,,,
7659,3,Anything else,,,,,
7660,0,Biological mother only,,,,,
7661,1,Anything else,,,,,
7662,0,Both biological parents,,,,,
7663,5,Both biological parents,,,,,
7664,0,"Two parents, biological mother",,,,,
7665,1,Biological mother only,,,,,
7666,0,Both biological parents,,,,,
7667,0,Biological mother only,,,,,
7668,3,Anything else,,,,,
7669,1,Biological mother only,,,,,
7671,2,Anything else,,,,,
7672,0,Anything else,,,,,
7673,1,Biological mother only,,,,,
7674,0,Anything else,,,,,
7675,1,"Two parents, biological father",,,,,
7676,2,Anything else,,,,,
7678,1,Anything else,,,,,
7679,1,Anything else,,,,,
7683,7,Biological mother only,,,,,
7684,0,Biological mother only,,,,,
7685,0,Biological mother only,,,,,
7686,0,Both biological parents,,,,,
7687,6,Anything else,,,,,
7689,3,"No parents, other relatives",,,,,
7690,5,Biological mother only,,,,,
7691,4,Anything else,,,,,
7692,5,Anything else,,,,,
7693,5,Biological mother only,,,,,
7694,12,Anything else,,,,,
7695,1,Anything else,,,,,
7696,3,Biological mother only,,,,,
7697,6,Biological father only,,,,,
7698,0,Biological mother only,,,,,
7699,1,Biological mother only,,,,,
7700,0,Anything else,,,,,
7701,9,"Two parents, biological mother",,,,,
7702,3,Anything else,,,,,
7703,2,Biological father only,,,,,
7704,1,Anything else,,,,,
7705,6,Biological mother only,,,,,
7706,9,Anything else,,,,,
7707,0,Anything else,,,,,
7708,7,Anything else,,,,,
7709,2,Anything else,,,,,
7710,4,Biological mother only,,,,,
7711,4,Anything else,,,,,
7712,1,Biological mother only,,,,,
7713,9,Anything else,,,,,
7714,0,Both biological parents,,,,,
7715,3,Both biological parents,,,,,
7716,0,Biological mother only,,,,,
7717,1,Both biological parents,,,,,
7718,9,Anything else,,,,,
7719,0,Anything else,,,,,
7720,1,Biological father only,,,,,
7721,2,Foster parent(s),,,,,
7722,2,Foster parent(s),,,,,
7723,2,Anything else,,,,,
7724,1,"Two parents, biological mother",,,,,
7725,6,Anything else,,,,,
7726,0,Both biological parents,,,,,
7730,9,Anything else,,,,,
7731,1,Both biological parents,,,,,
7732,0,"No parents, grandparents",,,,,
7733,3,Anything else,,,,,
7734,0,Both biological parents,,,,,
7735,4,"Two parents, biological mother",,,,,
7736,1,"Two parents, biological mother",,,,,
7737,7,Biological mother only,,,,,
7738,0,"Two parents, biological mother",,,,,
7739,0,Both biological parents,,,,,
7740,6,Anything else,,,,,
7741,1,Anything else,,,,,
7743,3,Anything else,,,,,
7744,4,Biological mother only,,,,,
7745,4,Anything else,,,,,
7746,11,Biological mother only,,,,,
7747,0,Biological mother only,,,,,
7748,1,Anything else,,,,,
7749,5,Anything else,,,,,
7751,6,Anything else,,,,,
7752,3,"Two parents, biological mother",,,,,
7753,1,Anything else,,,,,
7754,0,"Two parents, biological mother",,,,,
7759,3,Both biological parents,,,,,
7760,0,Biological mother only,,,,,
7761,4,Biological mother only,,,,,
7762,1,Anything else,,,,,
7765,7,Anything else,,,,,
7766,0,Both biological parents,,,,,
7767,4,Anything else,,,,,
7768,1,Anything else,,,,,
7769,3,Both biological parents,,,,,
7770,3,Anything else,,,,,
7771,5,Biological mother only,,,,,
7772,3,Both biological parents,,,,,
7773,0,Biological mother only,,,,,
7774,1,Both biological parents,,,,,
7776,3,Anything else,,,,,
7777,2,Biological mother only,,,,,
7778,8,Anything else,,,,,
7779,1,Biological mother only,,,,,
7780,6,Anything else,,,,,
7782,1,"Two parents, biological mother",,,,,
7783,4,Biological mother only,,,,,
7785,5,Biological mother only,,,,,
7786,2,"Two parents, biological father",,,,,
7787,1,Anything else,,,,,
7788,0,Both biological parents,,,,,
7789,4,"No parents, grandparents",,,,,
7790,5,Anything else,,,,,
7791,12,Anything else,,,,,
7792,9,Anything else,,,,,
7793,1,"Two parents, biological mother",,,,,
7794,13,Anything else,,,,,
7795,3,Anything else,,,,,
7797,4,Biological mother only,,,,,
7800,1,Both biological parents,,,,,
7801,0,Biological mother only,,,,,
7803,5,Anything else,,,,,
7805,6,Anything else,,,,,
7806,0,Biological mother only,,,,,
7807,1,Anything else,,,,,
7808,5,Anything else,,,,,
7809,4,Anything else,,,,,
7810,2,"Two parents, biological father",,,,,
7811,4,Biological mother only,,,,,
7812,0,Biological mother only,,,,,
7813,6,Biological mother only,,,,,
7814,7,Anything else,,,,,
7815,1,Anything else,,,,,
7816,4,Anything else,,,,,
7817,4,Biological mother only,,,,,
7818,2,Both biological parents,,,,,
7819,5,Anything else,,,,,
7820,1,Both biological parents,,,,,
7821,3,Anything else,,,,,
7822,0,Anything else,,,,,
7823,0,Biological mother only,,,,,
7824,3,Biological mother only,,,,,
7825,1,"Two parents, biological mother",,,,,
7826,0,Anything else,,,,,
7827,3,Anything else,,,,,
7828,0,Both biological parents,,,,,
7829,0,Both biological parents,,,,,
7831,1,Biological mother only,,,,,
7832,4,Biological mother only,,,,,
7833,3,Anything else,,,,,
7834,2,Anything else,,,,,
7835,5,Biological mother only,,,,,
7836,1,Biological mother only,,,,,
7837,3,Anything else,,,,,
7838,0,Both biological parents,,,,,
7839,1,Both biological parents,,,,,
7840,7,Anything else,,,,,
7841,0,Anything else,,,,,
7842,1,Biological mother only,,,,,
7843,7,Biological mother only,,,,,
7844,2,Anything else,,,,,
7845,1,"Two parents, biological mother",,,,,
7846,7,Biological mother only,,,,,
7847,0,Biological mother only,,,,,
7848,4,Biological mother only,,,,,
7849,5,Biological mother only,,,,,
7850,2,Anything else,,,,,
7851,4,Anything else,,,,,
7852,7,Biological mother only,,,,,
7853,7,Anything else,,,,,
7855,3,Biological mother only,,,,,
7856,2,Anything else,,,,,
7857,6,Biological mother only,,,,,
7860,5,Anything else,,,,,
7861,6,Anything else,,,,,
7862,0,Biological mother only,,,,,
7863,1,Biological mother only,,,,,
7864,1,Biological mother only,,,,,
7865,0,Anything else,,,,,
7866,0,Biological mother only,,,,,
7867,0,Biological mother only,,,,,
7869,0,Anything else,,,,,
7870,2,Biological mother only,,,,,
7871,6,Anything else,,,,,
7873,2,Biological mother only,,,,,
7874,0,Biological mother only,,,,,
7875,3,Both biological parents,,,,,
7876,1,Anything else,,,,,
7877,1,Both biological parents,,,,,
7878,2,Anything else,,,,,
7879,1,Anything else,,,,,
7880,1,Anything else,,,,,
7881,3,Anything else,,,,,
7883,0,Both biological parents,,,,,
7884,3,Biological mother only,,,,,
7885,2,Both biological parents,,,,,
7886,4,Anything else,,,,,
7887,2,"Two parents, biological mother",,,,,
7888,5,Anything else,,,,,
7889,5,Both biological parents,,,,,
7890,1,Biological mother only,,,,,
7891,1,"Two parents, biological mother",,,,,
7892,1,"Two parents, biological mother",,,,,
7894,1,Both biological parents,,,,,
7895,0,Both biological parents,,,,,
7897,2,Biological mother only,,,,,
7898,4,Anything else,,,,,
7899,5,Anything else,,,,,
7900,3,Biological mother only,,,,,
7901,4,Biological mother only,,,,,
7902,6,"Two parents, biological mother",,,,,
7903,2,Anything else,,,,,
7904,1,Biological mother only,,,,,
7905,1,Anything else,,,,,
7906,0,Both biological parents,,,,,
7907,4,Anything else,,,,,
7908,0,"Two parents, biological mother",,,,,
7909,6,Both biological parents,,,,,
7910,1,Both biological parents,,,,,
7911,4,Biological mother only,,,,,
7913,3,Both biological parents,,,,,
7914,0,Biological mother only,,,,,
7915,0,Biological mother only,,,,,
7916,0,"Two parents, biological mother",,,,,
7917,0,Biological mother only,,,,,
7918,4,Biological mother only,,,,,
7919,3,Anything else,,,,,
7920,5,Anything else,,,,,
7921,6,Biological mother only,,,,,
7922,0,Biological mother only,,,,,
7923,6,Anything else,,,,,
7924,1,Anything else,,,,,
7925,0,Biological mother only,,,,,
7926,1,Anything else,,,,,
7927,0,Biological mother only,,,,,
7928,2,Anything else,,,,,
7929,0,Both biological parents,,,,,
7930,0,Both biological parents,,,,,
7931,4,Biological mother only,,,,,
7932,5,Anything else,,,,,
7934,6,Anything else,,,,,
7935,3,Biological mother only,,,,,
7936,5,Biological mother only,,,,,
7937,4,Biological father only,,,,,
7938,0,Biological mother only,,,,,
7939,7,Anything else,,,,,
7941,0,Both biological parents,,,,,
7942,0,"Two parents, biological mother",,,,,
7943,1,Anything else,,,,,
7944,2,Anything else,,,,,
7945,2,Biological mother only,,,,,
7946,1,Biological mother only,,,,,
7947,0,Anything else,,,,,
7948,1,Anything else,,,,,
7949,3,Biological father only,,,,,
7950,6,Anything else,,,,,
7951,2,Biological mother only,,,,,
7952,3,Biological mother only,,,,,
7953,3,Both biological parents,,,,,
7954,1,Biological mother only,,,,,
7955,0,"Two parents, biological mother",,,,,
7956,6,"Two parents, biological mother",,,,,
7957,2,Biological mother only,,,,,
7958,2,Anything else,,,,,
7959,1,Biological mother only,,,,,
7960,1,Biological mother only,,,,,
7961,3,Biological mother only,,,,,
7963,8,Anything else,,,,,
7964,0,Both biological parents,,,,,
7965,3,Biological mother only,,,,,
7966,0,Biological mother only,,,,,
7967,0,Anything else,,,,,
7968,1,Biological mother only,,,,,
7969,4,Anything else,,,,,
7970,1,Biological mother only,,,,,
7971,4,Biological mother only,,,,,
7972,1,Anything else,,,,,
7973,4,Both biological parents,,,,,
7974,1,Both biological parents,,,,,
7975,5,Biological mother only,,,,,
7976,0,Biological mother only,,,,,
7977,2,Anything else,,,,,
7978,1,Anything else,,,,,
7979,2,Biological mother only,,,,,
7980,3,"Two parents, biological mother",,,,,
7981,2,"Two parents, biological mother",,,,,
7982,0,"No parents, grandparents",,,,,
7983,0,Biological mother only,,,,,
7984,1,Both biological parents,,,,,
7985,3,Anything else,,,,,
7986,0,Anything else,,,,,
7987,0,"No parents, grandparents",,,,,
7988,1,Anything else,,,,,
7989,1,Both biological parents,,,,,
7990,2,Anything else,,,,,
7991,0,Anything else,,,,,
7992,4,Both biological parents,,,,,
7993,1,Both biological parents,,,,,
7994,0,"Two parents, biological mother",,,,,
7995,3,Biological mother only,,,,,
7996,0,Both biological parents,,,,,
7997,1,Both biological parents,,,,,
7998,2,Biological mother only,,,,,
7999,1,Anything else,,,,,
8000,1,Biological mother only,,,,,
8001,3,Biological mother only,,,,,
8002,1,"Two parents, biological mother",,,,,
8005,1,Both biological parents,,,,,
8006,4,Anything else,,,,,
8007,3,Both biological parents,,,,,
8008,1,Anything else,,,,,
8009,2,Biological mother only,,,,,
8010,1,"Two parents, biological mother",,,,,
8011,5,Both biological parents,,,,,
8012,1,Anything else,,,,,
8013,4,Anything else,,,,,
8014,0,Biological mother only,,,,,
8015,3,"Two parents, biological mother",,,,,
8016,0,Biological mother only,,,,,
8017,4,Biological mother only,,,,,
8018,1,Both biological parents,,,,,
8019,0,Both biological parents,,,,,
8020,0,Both biological parents,,,,,
8021,4,Biological mother only,,,,,
8022,1,Biological mother only,,,,,
8023,0,Biological mother only,,,,,
8024,7,Biological father only,,,,,
8025,4,Biological father only,,,,,
8027,1,Anything else,,,,,
8028,0,Both biological parents,,,,,
8029,14,Biological mother only,,,,,
8030,1,Anything else,,,,,
8031,3,Anything else,,,,,
8032,1,Biological mother only,,,,,
8033,1,Anything else,,,,,
8035,2,Anything else,,,,,
8036,3,Biological mother only,,,,,
8037,3,Anything else,,,,,
8038,2,Biological mother only,,,,,
8039,0,Anything else,,,,,
8041,2,Biological mother only,,,,,
8043,4,Biological mother only,,,,,
8046,4,Anything else,,,,,
8048,0,"Two parents, biological mother",,,,,
8049,4,Biological mother only,,,,,
8050,0,"Two parents, biological mother",,,,,
8051,13,Anything else,,,,,
8052,5,Both biological parents,,,,,
8053,0,Biological father only,,,,,
8054,0,Biological father only,,,,,
8055,7,Anything else,,,,,
8056,4,Both biological parents,,,,,
8057,3,Both biological parents,,,,,
8058,0,Anything else,,,,,
8059,4,Anything else,,,,,
8060,12,Anything else,,,,,
8061,5,Both biological parents,,,,,
8062,1,Biological mother only,,,,,
8063,5,Anything else,,,,,
8064,1,Biological mother only,,,,,
8065,1,Anything else,,,,,
8066,3,Anything else,,,,,
8067,4,Anything else,,,,,
8068,3,Anything else,,,,,
8069,2,Anything else,,,,,
8070,0,"Two parents, biological mother",,,,,
8071,0,Anything else,,,,,
8072,4,Anything else,,,,,
8073,3,Biological mother only,,,,,
8074,4,Biological mother only,,,,,
8075,1,"Two parents, biological mother",,,,,
8076,2,"Two parents, biological father",,,,,
8077,9,Both biological parents,,,,,
8078,1,Both biological parents,,,,,
8079,1,Both biological parents,,,,,
8080,2,Biological mother only,,,,,
8081,4,Biological mother only,,,,,
8083,4,"Two parents, biological mother",,,,,
8084,3,"Two parents, biological mother",,,,,
8085,1,"Two parents, biological mother",,,,,
8086,5,Anything else,,,,,
8087,2,Both biological parents,,,,,
8088,3,Anything else,,,,,
8089,1,"Two parents, biological mother",,,,,
8090,2,Biological mother only,,,,,
8091,2,Anything else,,,,,
8092,0,Anything else,,,,,
8093,2,Anything else,,,,,
8094,3,"Two parents, biological mother",,,,,
8095,1,Anything else,,,,,
8096,0,Biological mother only,,,,,
8097,2,Biological mother only,,,,,
8098,3,"Two parents, biological mother",,,,,
8099,3,Biological mother only,,,,,
8101,2,Anything else,,,,,
8102,3,Anything else,,,,,
8103,1,Biological mother only,,,,,
8104,3,Both biological parents,,,,,
8105,4,Both biological parents,,,,,
8106,7,"No parents, grandparents",,,,,
8107,5,"No parents, grandparents",,,,,
8108,0,Both biological parents,,,,,
8109,5,Biological mother only,,,,,
8110,7,Biological mother only,,,,,
8111,4,Biological mother only,,,,,
8112,4,Biological mother only,,,,,
8114,8,Anything else,,,,,
8115,2,Biological mother only,,,,,
8116,2,Biological mother only,,,,,
8118,1,Both biological parents,,,,,
8119,7,Biological mother only,,,,,
8120,5,Anything else,,,,,
8121,3,Anything else,,,,,
8122,1,Biological mother only,,,,,
8123,0,Biological mother only,,,,,
8124,0,Both biological parents,,,,,
8125,0,Both biological parents,,,,,
8126,0,Both biological parents,,,,,
8127,1,Both biological parents,,,,,
8128,6,Biological mother only,,,,,
8129,0,Biological mother only,,,,,
8130,3,Both biological parents,,,,,
8131,2,Anything else,,,,,
8132,2,"Two parents, biological mother",,,,,
8133,2,Both biological parents,,,,,
