,LCI,top3_2
6039,3,Divorced
6040,1,Married
6041,6,Married
6042,3,Married
6043,1,Married
6044,1,Married
6045,3,"Never Married, Not Cohabitating"
6046,0,"Never Married, Not Cohabitating"
6048,1,Married
6049,9,"Never Married, Not Cohabitating"
6050,5,Married
6051,2,"Never Married, Not Cohabitating"
6052,1,"Never Married, Cohabiting"
6053,4,Married
6054,0,Married
6055,4,Married
6056,5,Married
6058,3,"Never Married, Cohabiting"
6059,1,Married
6060,7,"Never Married, Cohabiting"
6061,4,Married
6062,1,Married
6063,5,Married
6065,2,Legally Separated
6066,0,"Never Married, Not Cohabitating"
6067,2,"Never Married, Cohabiting"
6068,3,"Never Married, Cohabiting"
6069,5,Married
6070,6,"Never Married, Not Cohabitating"
6071,1,Married
6072,1,Married
6073,3,Married
6075,1,Married
6076,0,"Never Married, Not Cohabitating"
6077,1,Married
6079,1,Married
6080,0,"Never Married, Not Cohabitating"
6081,3,Divorced
6082,1,"Never Married, Cohabiting"
6083,3,"Never Married, Cohabiting"
6084,4,Married
6086,1,Married
6088,3,Divorced
6089,1,Married
6091,1,Married
6092,3,Divorced
6093,1,"Never Married, Cohabiting"
6094,4,Married
6095,1,Married
6096,1,Married
6097,1,"Never Married, Cohabiting"
6098,1,Married
6099,5,"Never Married, Not Cohabitating"
6100,10,Married
6102,3,Married
6104,4,Divorced
6105,0,"Never Married, Not Cohabitating"
6107,2,"Never Married, Not Cohabitating"
6108,4,Married
6109,4,Legally Separated
6110,6,Married
6111,4,"Never Married, Cohabiting"
6112,1,"Never Married, Cohabiting"
6113,5,Married
6114,0,"Never Married, Not Cohabitating"
6115,4,Divorced
6117,8,"Never Married, Not Cohabitating"
6120,4,Divorced
6121,5,Married
6122,1,Married
6123,6,Married
6124,3,Married
6125,0,"Never Married, Not Cohabitating"
6126,3,"Never Married, Cohabiting"
6127,4,"Never Married, Not Cohabitating"
6128,1,Married
6129,1,Married
6131,1,Married
6133,0,"Never Married, Not Cohabitating"
6134,3,Married
6139,3,Married
6140,3,Divorced
6141,3,Married
6142,0,"Never Married, Not Cohabitating"
6143,0,"Never Married, Not Cohabitating"
6144,8,"Never Married, Not Cohabitating"
6147,3,"Never Married, Not Cohabitating"
6149,0,"Never Married, Not Cohabitating"
6151,3,Divorced
6152,5,Divorced
6153,4,"Never Married, Not Cohabitating"
6154,9,Divorced
6156,5,Married
6157,6,Divorced
6158,1,Married
6160,1,Married
6162,4,Married
6163,3,Married
6164,1,Married
6165,0,"Never Married, Not Cohabitating"
6166,2,Widowed
6169,3,"Never Married, Cohabiting"
6171,3,Married
6172,2,"Never Married, Not Cohabitating"
6173,1,Married
6174,5,Married
6176,2,Legally Separated
6177,3,Married
6180,4,"Never Married, Not Cohabitating"
6181,1,Married
6182,4,Married
6183,4,Legally Separated
6184,4,Married
6186,0,"Never Married, Not Cohabitating"
6187,7,"Never Married, Not Cohabitating"
6189,0,"Never Married, Not Cohabitating"
6190,0,"Never Married, Not Cohabitating"
6191,6,Divorced
6192,2,"Never Married, Not Cohabitating"
6193,1,Married
6195,3,Married
6197,1,Married
6198,2,"Never Married, Not Cohabitating"
6199,1,"Never Married, Cohabiting"
6200,3,"Never Married, Cohabiting"
6202,2,"Never Married, Not Cohabitating"
6204,5,"Never Married, Cohabiting"
6206,3,"Never Married, Cohabiting"
6207,1,Married
6208,5,Married
6209,1,Married
6210,7,Married
6211,1,"Never Married, Not Cohabitating"
6212,1,Married
6213,1,"Never Married, Cohabiting"
6214,1,Married
6215,0,"Never Married, Not Cohabitating"
6216,3,Married
6218,3,Married
6219,1,Married
6220,1,Married
6221,1,Married
6222,1,Married
6223,1,Married
6224,3,Married
6225,1,Married
6226,1,Married
6227,1,Married
6228,5,"Never Married, Not Cohabitating"
6229,1,Married
6230,11,"Never Married, Not Cohabitating"
6231,1,"Never Married, Cohabiting"
6234,3,"Never Married, Cohabiting"
6235,1,"Never Married, Cohabiting"
6236,0,"Never Married, Not Cohabitating"
6238,5,"Never Married, Not Cohabitating"
6239,2,"Never Married, Not Cohabitating"
6240,5,"Never Married, Cohabiting"
6242,3,Married
6243,3,Divorced
6244,1,"Never Married, Cohabiting"
6245,1,Married
6246,0,"Never Married, Not Cohabitating"
6247,5,Married
6249,1,Married
6252,7,Married
6254,6,Divorced
6255,2,"Never Married, Not Cohabitating"
6256,1,Married
6257,2,"Never Married, Not Cohabitating"
6258,3,Married
6259,3,Married
6260,0,"Never Married, Not Cohabitating"
6262,1,Married
6263,8,Divorced
6264,4,Legally Separated
6265,3,Married
6269,1,"Never Married, Cohabiting"
6270,1,"Never Married, Cohabiting"
6271,4,"Never Married, Cohabiting"
6272,1,Married
6273,7,"Never Married, Cohabiting"
6274,3,Married
6275,0,"Never Married, Not Cohabitating"
6276,3,Married
6277,0,"Never Married, Not Cohabitating"
6278,0,"Never Married, Not Cohabitating"
6281,1,"Never Married, Cohabiting"
6282,6,Married
6284,2,"Never Married, Not Cohabitating"
6285,0,"Never Married, Not Cohabitating"
6286,5,Married
6287,0,"Never Married, Not Cohabitating"
6288,5,Divorced
6289,1,Married
6290,7,"Never Married, Cohabiting"
6293,0,"Never Married, Not Cohabitating"
6294,1,Married
6295,1,Married
6296,3,Divorced
6297,3,Married
6298,0,"Never Married, Not Cohabitating"
6299,1,"Never Married, Not Cohabitating"
6300,1,Married
6301,1,"Never Married, Cohabiting"
6302,5,Divorced
6303,4,"Never Married, Not Cohabitating"
6304,4,Married
6305,3,Divorced
6306,1,Married
6307,1,Married
6308,1,Married
6310,1,"Never Married, Not Cohabitating"
6311,1,Married
6312,4,"Never Married, Cohabiting"
6313,3,Divorced
6314,0,"Never Married, Not Cohabitating"
6315,1,Married
6316,1,Married
6317,3,Married
6318,1,Married
6319,1,Married
6322,5,"Never Married, Cohabiting"
6323,1,Married
6324,0,"Never Married, Not Cohabitating"
6325,1,"Never Married, Cohabiting"
6326,5,Married
6327,1,Married
6328,4,Married
6329,3,Married
6330,1,Married
6332,1,Married
6334,3,"Never Married, Cohabiting"
6335,1,Married
6336,3,Married
6339,4,Divorced
6340,7,Divorced
6341,3,"Never Married, Cohabiting"
6342,1,Married
6343,0,"Never Married, Not Cohabitating"
6344,4,"Never Married, Not Cohabitating"
6345,6,Divorced
6346,0,"Never Married, Not Cohabitating"
6348,4,"Never Married, Not Cohabitating"
6350,1,Married
6352,7,Divorced
6353,1,Married
6355,3,Married
6356,3,Married
6357,6,"Never Married, Not Cohabitating"
6358,1,Married
6359,9,Married
6360,4,Married
6364,1,Married
6365,1,Married
6366,1,Married
6369,2,"Never Married, Not Cohabitating"
6370,0,"Never Married, Not Cohabitating"
6371,9,Divorced
6372,0,"Never Married, Not Cohabitating"
6373,1,Married
6374,5,Married
6375,0,"Never Married, Not Cohabitating"
6376,4,Married
6377,7,"Never Married, Cohabiting"
6378,1,"Never Married, Cohabiting"
6379,0,"Never Married, Not Cohabitating"
6383,1,Married
6384,1,"Never Married, Not Cohabitating"
6386,4,Married
6387,4,Married
6388,1,Married
6389,1,Married
6390,1,Married
6391,4,"Never Married, Not Cohabitating"
6392,4,"Never Married, Not Cohabitating"
6393,3,Married
6395,1,Married
6396,3,"Never Married, Cohabiting"
6397,1,Married
6398,3,Divorced
6399,4,Married
6400,1,"Never Married, Cohabiting"
6401,1,Married
6402,1,Married
6403,0,"Never Married, Not Cohabitating"
6405,1,Married
6406,1,"Never Married, Cohabiting"
6407,1,Married
6408,3,Divorced
6409,5,Divorced
6410,1,Married
6411,1,Married
6412,3,Married
6413,0,"Never Married, Not Cohabitating"
6414,1,Married
6415,1,Married
6416,3,Divorced
6417,5,Divorced
6418,3,Married
6420,1,"Never Married, Cohabiting"
6421,7,Divorced
6422,1,Married
6424,3,Divorced
6425,4,Divorced
6426,3,Married
6427,3,"Never Married, Cohabiting"
6428,5,Divorced
6432,4,Married
6434,1,Married
6435,1,Married
6437,1,Married
6438,1,"Never Married, Cohabiting"
6439,1,Married
6444,8,"Never Married, Cohabiting"
6445,5,Married
6446,1,Married
6448,1,Married
6449,1,Married
6450,3,Divorced
6452,0,"Never Married, Not Cohabitating"
6454,3,Married
6455,13,Married
6456,7,Divorced
6457,3,Divorced
6458,3,"Never Married, Cohabiting"
6459,1,Married
6460,5,Married
6462,1,Married
6463,4,Married
6465,4,Married
6466,3,Married
6468,5,Married
6469,1,Married
6470,4,"Never Married, Not Cohabitating"
6471,1,Married
6472,4,Married
6473,5,Married
6474,5,"Never Married, Cohabiting"
6475,3,Married
6476,1,"Never Married, Not Cohabitating"
6477,1,Married
6479,3,Married
6481,5,Divorced
6484,3,Divorced
6485,4,"Never Married, Cohabiting"
6486,7,Married
6487,0,"Never Married, Not Cohabitating"
6488,1,Married
6490,5,"Never Married, Cohabiting"
6491,0,"Never Married, Not Cohabitating"
6492,3,Divorced
6494,1,Married
6496,1,Married
6499,3,Divorced
6502,6,Married
6503,2,"Never Married, Not Cohabitating"
6504,1,Married
6505,10,"Never Married, Not Cohabitating"
6506,0,"Never Married, Not Cohabitating"
6507,11,Divorced
6509,1,Married
6510,6,Married
6512,4,"Never Married, Not Cohabitating"
6515,2,"Never Married, Not Cohabitating"
6518,0,"Never Married, Not Cohabitating"
6519,3,Married
6520,0,"Never Married, Not Cohabitating"
6521,0,"Never Married, Not Cohabitating"
6522,1,Married
6523,4,Married
6524,1,Married
6526,4,"Never Married, Not Cohabitating"
6528,5,Divorced
6529,3,Married
6530,1,Married
6533,3,Married
6539,10,"Never Married, Not Cohabitating"
6541,4,Married
6542,4,Married
6543,1,Married
6544,1,Married
6545,9,Divorced
6546,4,Married
6548,1,"Never Married, Cohabiting"
6549,5,Divorced
6551,4,"Never Married, Cohabiting"
6556,8,Married
6557,3,Married
6560,4,"Never Married, Not Cohabitating"
6561,6,"Never Married, Not Cohabitating"
6562,0,"Never Married, Not Cohabitating"
6564,1,Married
6565,1,Married
6566,2,"Never Married, Not Cohabitating"
6567,5,Divorced
6568,1,Married
6569,0,"Never Married, Not Cohabitating"
6570,8,Married
6571,2,"Never Married, Not Cohabitating"
6572,2,"Never Married, Not Cohabitating"
6573,9,"Never Married, Not Cohabitating"
6574,0,"Never Married, Not Cohabitating"
6575,2,"Never Married, Not Cohabitating"
6576,2,"Never Married, Not Cohabitating"
6577,1,Married
6578,0,"Never Married, Not Cohabitating"
6579,4,"Never Married, Not Cohabitating"
6580,3,Divorced
6582,0,"Never Married, Not Cohabitating"
6584,0,"Never Married, Not Cohabitating"
6585,1,Married
6586,6,Married
6587,3,"Never Married, Not Cohabitating"
6588,0,"Never Married, Not Cohabitating"
6589,1,Married
6590,1,Married
6592,3,"Never Married, Cohabiting"
6594,0,"Never Married, Not Cohabitating"
6596,1,Married
6597,3,Divorced
6598,0,"Never Married, Not Cohabitating"
6599,0,"Never Married, Not Cohabitating"
6600,0,"Never Married, Not Cohabitating"
6601,3,Married
6602,3,Married
6603,3,"Never Married, Cohabiting"
6604,1,Married
6605,0,"Never Married, Not Cohabitating"
6606,2,"Never Married, Not Cohabitating"
6607,3,Married
6608,1,Married
6609,1,"Never Married, Cohabiting"
6610,1,"Never Married, Cohabiting"
6611,0,"Never Married, Not Cohabitating"
6612,3,Married
6613,3,"Never Married, Cohabiting"
6614,3,Married
6615,0,"Never Married, Not Cohabitating"
6617,1,"Never Married, Cohabiting"
6618,1,"Never Married, Cohabiting"
6619,1,Married
6620,3,"Never Married, Cohabiting"
6621,4,"Never Married, Not Cohabitating"
6622,1,Married
6624,0,"Never Married, Not Cohabitating"
6626,1,Married
6627,2,"Never Married, Not Cohabitating"
6628,1,Married
6629,1,Married
6630,1,Married
6631,1,Married
6632,3,"Never Married, Not Cohabitating"
6633,0,"Never Married, Not Cohabitating"
6634,7,"Never Married, Not Cohabitating"
6638,7,Married
6640,1,"Never Married, Cohabiting"
6642,0,"Never Married, Not Cohabitating"
6644,4,"Never Married, Not Cohabitating"
6645,1,Married
6646,3,Divorced
6647,1,"Never Married, Cohabiting"
6648,3,Divorced
6649,1,Married
6650,2,Legally Separated
6651,0,"Never Married, Not Cohabitating"
6652,1,Married
6654,3,Married
6655,3,Divorced
6656,2,Legally Separated
6659,1,"Never Married, Cohabiting"
6661,4,"Never Married, Not Cohabitating"
6662,2,"Never Married, Not Cohabitating"
6663,1,Married
6664,3,"Never Married, Not Cohabitating"
6665,0,"Never Married, Not Cohabitating"
6667,1,"Never Married, Cohabiting"
6668,7,Divorced
6669,0,"Never Married, Not Cohabitating"
6670,3,"Never Married, Cohabiting"
6671,1,"Never Married, Not Cohabitating"
6674,1,Married
6675,12,"Never Married, Not Cohabitating"
6676,2,"Never Married, Not Cohabitating"
6678,1,Married
6679,1,Married
6680,0,"Never Married, Not Cohabitating"
6682,7,Divorced
6683,2,"Never Married, Not Cohabitating"
6685,1,Married
6686,1,Married
6688,0,"Never Married, Not Cohabitating"
6689,1,Married
6692,1,Married
6693,4,Married
6695,1,Married
6696,5,Divorced
6698,0,"Never Married, Not Cohabitating"
6700,1,"Never Married, Cohabiting"
6703,0,"Never Married, Not Cohabitating"
6706,1,Married
6707,0,"Never Married, Not Cohabitating"
6708,1,"Never Married, Cohabiting"
6709,0,"Never Married, Not Cohabitating"
6711,0,"Never Married, Not Cohabitating"
6712,0,"Never Married, Not Cohabitating"
6713,1,"Never Married, Cohabiting"
6714,3,"Never Married, Cohabiting"
6715,3,Divorced
6716,0,"Never Married, Not Cohabitating"
6717,2,"Never Married, Not Cohabitating"
6718,1,Married
6720,1,Married
6722,0,"Never Married, Not Cohabitating"
6723,1,Married
6724,1,Married
6725,0,"Never Married, Not Cohabitating"
6727,7,Divorced
6728,5,Married
6729,7,Divorced
6730,1,Married
6731,1,Married
6732,2,Legally Separated
6733,3,Married
6734,1,Married
6735,1,Married
6736,4,"Never Married, Not Cohabitating"
6738,1,Married
6739,3,"Never Married, Cohabiting"
6740,1,Married
6741,1,"Never Married, Cohabiting"
6742,1,Married
6744,1,Married
6745,6,Married
6746,1,Married
6747,3,Divorced
6748,0,"Never Married, Not Cohabitating"
6749,1,Married
6750,1,Married
6751,1,"Never Married, Cohabiting"
6752,0,"Never Married, Not Cohabitating"
6753,1,Married
6755,2,"Never Married, Not Cohabitating"
6756,0,"Never Married, Not Cohabitating"
6758,1,"Never Married, Cohabiting"
6759,7,Married
6760,1,Married
6761,1,Married
6762,1,Married
6763,1,"Never Married, Cohabiting"
6764,2,"Never Married, Not Cohabitating"
6765,4,Married
6766,0,"Never Married, Not Cohabitating"
6767,4,"Never Married, Not Cohabitating"
6768,3,"Never Married, Cohabiting"
6769,2,"Never Married, Not Cohabitating"
6770,1,Married
6771,4,"Never Married, Not Cohabitating"
6772,1,Married
6774,4,"Never Married, Not Cohabitating"
6775,1,Married
6776,0,"Never Married, Not Cohabitating"
6777,0,"Never Married, Not Cohabitating"
6778,1,"Never Married, Cohabiting"
6779,1,Married
6782,2,"Never Married, Not Cohabitating"
6783,2,"Never Married, Not Cohabitating"
6784,2,Widowed
6785,1,Married
6786,3,Married
6787,3,Married
6788,4,Divorced
6789,3,Divorced
6790,7,Divorced
6791,3,"Never Married, Cohabiting"
6793,1,Married
6794,5,Married
6795,1,Married
6796,3,"Never Married, Cohabiting"
6797,1,Married
6799,4,"Never Married, Not Cohabitating"
6800,5,"Never Married, Cohabiting"
6801,5,"Never Married, Cohabiting"
6802,3,Married
6803,0,"Never Married, Not Cohabitating"
6804,1,Married
6805,0,"Never Married, Not Cohabitating"
6806,6,"Never Married, Not Cohabitating"
6807,2,"Never Married, Not Cohabitating"
6808,3,Married
6809,3,"Never Married, Cohabiting"
6810,1,Married
6811,3,Married
6813,6,"Never Married, Not Cohabitating"
6814,4,Divorced
6815,3,Divorced
6817,0,"Never Married, Not Cohabitating"
6820,4,"Never Married, Cohabiting"
6821,7,"Never Married, Cohabiting"
6822,2,"Never Married, Not Cohabitating"
6823,1,Married
6824,5,"Never Married, Not Cohabitating"
6825,1,Married
6826,1,"Never Married, Not Cohabitating"
6829,6,Married
6830,1,Married
6831,1,Married
6833,1,Married
6835,1,Married
6838,1,Married
6839,2,"Never Married, Not Cohabitating"
6840,0,"Never Married, Not Cohabitating"
6841,2,"Never Married, Cohabiting"
6842,5,"Never Married, Cohabiting"
6843,1,Married
6844,2,"Never Married, Not Cohabitating"
6845,3,Divorced
6846,0,"Never Married, Not Cohabitating"
6848,7,"Never Married, Not Cohabitating"
6849,2,"Never Married, Not Cohabitating"
6850,0,"Never Married, Not Cohabitating"
6851,0,"Never Married, Not Cohabitating"
6853,2,"Never Married, Not Cohabitating"
6855,3,"Never Married, Cohabiting"
6857,1,"Never Married, Cohabiting"
6858,5,Divorced
6859,3,Married
6860,2,"Never Married, Not Cohabitating"
6861,4,"Never Married, Not Cohabitating"
6862,0,"Never Married, Not Cohabitating"
6865,4,"Never Married, Not Cohabitating"
6866,1,"Never Married, Not Cohabitating"
6867,12,Married
6868,3,Married
6869,1,"Never Married, Cohabiting"
6870,0,"Never Married, Not Cohabitating"
6871,3,Divorced
6872,7,"Never Married, Cohabiting"
6873,3,"Never Married, Cohabiting"
6874,0,"Never Married, Not Cohabitating"
6875,3,"Never Married, Cohabiting"
6877,0,"Never Married, Not Cohabitating"
6878,0,"Never Married, Not Cohabitating"
6879,4,"Never Married, Not Cohabitating"
6880,4,"Never Married, Not Cohabitating"
6882,0,"Never Married, Not Cohabitating"
6883,3,Divorced
6884,1,"Never Married, Cohabiting"
6885,0,"Never Married, Not Cohabitating"
6886,0,"Never Married, Not Cohabitating"
6888,2,"Never Married, Not Cohabitating"
6889,1,"Never Married, Cohabiting"
6890,0,"Never Married, Not Cohabitating"
6891,7,Married
6892,1,Married
6894,2,"Never Married, Not Cohabitating"
6895,1,Married
6896,6,"Never Married, Not Cohabitating"
6897,0,"Never Married, Not Cohabitating"
6899,2,"Never Married, Not Cohabitating"
6902,5,Divorced
6903,2,"Never Married, Not Cohabitating"
6904,3,"Never Married, Not Cohabitating"
6905,0,"Never Married, Not Cohabitating"
6906,3,Married
6907,3,"Never Married, Not Cohabitating"
6908,1,"Never Married, Not Cohabitating"
6909,0,"Never Married, Not Cohabitating"
6911,6,Married
6917,1,Married
6918,0,"Never Married, Not Cohabitating"
6919,0,"Never Married, Not Cohabitating"
6920,0,"Never Married, Not Cohabitating"
6921,3,Married
6922,1,Married
6923,11,Married
6924,1,Married
6925,2,"Never Married, Not Cohabitating"
6927,1,"Never Married, Cohabiting"
6928,0,"Never Married, Not Cohabitating"
6929,1,Married
6930,0,"Never Married, Not Cohabitating"
6931,1,Married
6932,1,Married
6933,2,"Never Married, Not Cohabitating"
6934,3,Married
6936,2,"Never Married, Not Cohabitating"
6939,11,"Never Married, Cohabiting"
6941,2,"Never Married, Not Cohabitating"
6942,0,"Never Married, Not Cohabitating"
6943,3,Married
6944,2,"Never Married, Not Cohabitating"
6945,0,"Never Married, Not Cohabitating"
6947,2,"Never Married, Not Cohabitating"
6949,1,Married
6952,1,"Never Married, Cohabiting"
6953,2,"Never Married, Not Cohabitating"
6954,7,"Never Married, Cohabiting"
6955,3,Married
6956,1,Married
6957,0,"Never Married, Not Cohabitating"
6958,1,Married
6959,1,Married
6960,3,Divorced
6961,4,"Never Married, Not Cohabitating"
6962,3,"Never Married, Cohabiting"
6963,3,"Never Married, Not Cohabitating"
6964,5,"Never Married, Cohabiting"
6965,0,"Never Married, Not Cohabitating"
6966,1,"Never Married, Cohabiting"
6967,8,"Never Married, Not Cohabitating"
6968,0,"Never Married, Not Cohabitating"
6969,1,"Never Married, Cohabiting"
6972,1,Married
6973,3,"Never Married, Not Cohabitating"
